Report no.,Category,Title [text],Author [text],Year,Description [text],Project type [options],Targeted user [text],Findings (What conclusions were drawn from the research?) [text],Outputs (How were the findings applied?) [text],Challenges the project faced [text],What kind of budget was it? [text],Methods [options],Website / Links to videos [link],Partner/Sponsor [text],Connections [number]
11,City and community,e-scape: digital business incubators for social regeneration,Jennifer Brown,2001,This study examined the urban infrastructure and workplace needs of technology start-up companies.,Policy guidelines,companies,"Categorised business incubators into the following types: community, commerical, innovation, internet, live work. These differ in their relationships with the startup, for example internet incubators provide cheap support packages which can be provided via the internet whereas innovation incubators are larger companies which invite small start-ups into their offices to exchange business expertise for innovation.","This research contributed to Tower Hamlets regeneration strategy, in particular to proposals for the site of Poplar Baths.",,,"Observation, Desk Research",,"Gestetner in a consortium with Geoffrey Reid Associates, GMW Partnership, Jones Lang LaSalle, Peabody Trust and Roneo Office Systems",15
200,Work and workplace,Playground: inclusive design for disabled homeworkers,Lotta Vaananen,2000,"This project uncovered the challenges faced by people with disabilities who use IT to work from home and developed products to improve their productivity, well-being and quality of life.",Design Concepts,disabled home workers,Several participants did not have a specially designed working area and many of those who did shared it with someone else.,"The Carousel, horse shoe-shaped table and swivelling platform to allow the wheelchair to function as any office chair. The Swing, reclining chair for work.",concern over promoting home working for disabled people at the expense of encouraging increased accessibility in offices,,"Individual Interviews, Observation, Desk Research",,Leonard Cheshire
186,Mobility and Transport,The abilizer: aiding rehabilitation for disabled people,Judith Anderson,2000,"This project follows the research and development (from concept to manufacture) of a wheelchair-mounted support system, which enables users to stand and balance in social situations.",Physical prototypes,wheelchair users,There are important clinical reasons for being able to stand as well as the social impact. Further feasibility of a device that allows wheelchair users to engage in standing was analysed but there were manufacturing and implimentation issues.,Three iterative prototypes of the Abilizer concept were produced and tested with users.,"Financial difficulties meant that the final 3rd prototype was unable to be manufactured, meaning key features were missing for some user testing.",,"Workshops, Desk Research",,The Laura Ashley Foundation
98,Mobility and Transport,Urban moving 2030 transport typologies for the future,Shaun Hutchinson,2001,"This study imagines the future of personal vehicles based on ideas of autonomous technology, mobility on demand, and handheld connectivity devices to engage with communal mobility vehicles.",Business model,"public transport users, city inhabitants","Established four mobility categories:  commuting, entertainment seeking, dwelling, area visiting. ","Each with their own vehicle archetype and adaptations, serving purposes from customised driverless last mile transport to driving for entertainment.",,,Scenarios,,Ford Motor Company
75,Mobility and Transport,Keep driving safely: a campaign for older drivers,Paul John-Baptiste,2007,"This project indentifies and addresses key issues with driving for an older demographic, and moves to create an informative campaign to directly affect road users.",Media Campaign,"Elderly road users, pedestrians","Older people suffer more seriously from road accidents, and aren't adressed by current media campaigns for safe driving. This means factors like giving up driving aren't addressed.","Communication campaign - series of posters/ads targeted at older drivers, as well as a distribution plan for the campain to be able to target the older user base.",,,"Individual Interviews, Critical User Forums",,Toyota
188,Mobility and Transport,Urban Flow: mapping inclusive transport,Helen Jones,2001,This study explored the potential for inclusive and integrated design strategies to inform future urban transport soluctions and identifies a need for new design briefing tools to create a bridge between social reserach into cities and design for moblitliy.,Design guidelines,"All public transport users and potential public transport users, young transport designers","Identified issues with rapidly changing urban centres, and mobility systems are under increasing pressure. Despite this, transport designers often do not consider the social/cultral/demographic trends in these areas.",interviews and other data were presented to government in the Design Council policy paper. The Design Breifing map is a tool to encourage transport designers to use mapping to ensure wider requirements and considerations throughout a project. Initiatives were planned to communicate the ideas found in the study to vehicle design students at the RCA.,,,"Individual Interviews, Observation, Mapping, Desk Research",,Design Council,20
161,Mobility and Transport,Mobilicity: scenarios for sustainable public transport 2025,Merih Kunur,2004,This project explores new directions in sustainable mass transit for commuters and residents in the increasingly crowded urban environment.,Design Concepts,public/mass transport users,"London, Istanbul and Hong Kong investigated as examples of polycentric cities with transport operating on fixed routes. Due to this transport vehicles should be flexible, adaptable and allow express services to enhance travel times.","A single design concept for a modular mass transit vehicle, incorporating adaptable routing concepts identified through each city case study.",,,"Observation, Scenarios",,Capoco Design
90,Mobility and Transport,TH!NK Connected car: sustainable and inclusive mobility.,Filip Krnja,2009,"This study imagines the future of the car, specifically in the connected car concept, making vehicles more communicative and intelligent.",Design Concepts,car users,"Connectivity, Privacy, Interface found to be the areas where people have greatest issues with the design of cars.",User research personas were complied and published on the internet. The three main areas were ideated on and implemented into a single vehicle design concept.,,,"Individual Interviews, Personas, Scenarios",,Norwegian Design Council through the IT Funk Programme and Research Council of Norway,166
91,Mobility and Transport,How people do it: taking young children on public transport in London.,Marie Lenclos,2002,"This project aimed to research and communicate the problems with London’s public transport system, for those who have young children. ",Media Campaign,"young parents, users of TFL netowork","Despite progress in making TFL public transport more accessable, many young parents struggle travelling with children. They often opt to walk or drive, despite speed or cost benefits of using public transport.",Informative/documentary film showcasing the struggles and expeiences of young parents travelling with their children on London's public transport network.,,,"Individual Interviews, Observation",,Geoffrey Reid Associates and Transport for London
166,Mobility and Transport,Info-motion adapting the car cockpit to future needs,Serge Porcher,2005,"This project explores technologies to redesign the automotive dashboard, investigating interactive/dynamic projections and displays as a progression from standard readouts and physical interface.",Design Concepts,car users,Future driving needs are more diverse and more dense with information than the current cockpits were able to provide for.,"Final concept of a dashboard is created, which provides a large interaction surface, where information can be changed depending on the vehicle's context at any moment in time. ",,,"Mockups and Rapid Prototyping, Workshops",,Visteon
195,Mobility and Transport,Tilting Trike: a pedal vehicle for all abilities,Ben Wilson,2002,This report describes the research and development of a new pedal powered tricycle for children that can be quickly adapted to the needs of those without lower body strength.,Physical prototypes,"young people without lower body strength, all young people",Identified and developed a concept for a pedal vehicle that is both desirable and accessable. Identifying customisability and ease of modification as key features that allow users to better fit the trike to their individual needs and abilities.,"Two final prototype trikes were produced, setup in both pedal powered and hand powered configurations. These prototypes were also designed with manufacture in mind, using standard methods and components.",,,Individual Interviews,,Whizz-Kidz
152,Transport,Process to pleasure: instinctive wayfinding at Heathrow airport,Karen Adcock; Carl Turner,2000,"This study propses a new 'sensory landscape'' within Heathrow Terminal 5, which aims to make the scale of the building more human and manageable for all ages and abilities.",Design Concepts,Heathrow airport passengers,"Series of design proposals developed to help both users and staff to 'manage the scale of the building'. Mapping of sensory landscape. The primary issues identified were: creating sense of location within space, engagement with space in non-functional cases, assisting wayfinding. Though generated through special needs analysis, these were applicable to all.",Several concepts created to tackle issues with information display and information arch idea taken forward for further development.,,,"Observation, Scenarios, Mapping, Focus Groups, Desk Research",,BAA plc,"1,3"
192,Transport,Process to pleasure: instinctive wayfinding at Heathrow airport,Karen Adcock; Carl Turner,2001,"This report describes the second of a 3 year study into inclusive design principles within Heathrow Terminal 5. It details the development of concepts formed in the first year, and prepares them for testing and evaluation within the existing Heathrow Terminal 1.",Physical prototypes,Heathrow airport passengers,"Instinctive wayfinding and communication design. After establishing the site for the trial, devleopment of ways of communicating the information specific to that site were discussed.","Development of a proposal for an 'information gate' at the the T1/T2 junction, with an emphasis on communicating wayfinding and passenger routing. Many communication techniques were used including colour coding, as well as other senosry elements to help prepare passengers.",,,Focus Groups,,BAA plc,"2,3"
16,Transport,Process to pleasure: wayfinding principles for the airport terminal,Samson Adjei; Pascal Anson,2002,"This report encompasses the final outcomes of a three-year architectural study for Heathrow Terminal 5, to generate guidelines to imporove wayfinding for all inside the airport terminal",Conceptual framework,Heathrow airport passengers,"No new findings were presented in this report. Instead, it focuses on the consolidation and presentation of the ideologies, issues and potential solutions from the previous two works.","Interactive CD-rom developed for the client BAA's use, detailing the findings and influences that this project should have on future airport interior spaces. It is structured around a set of Wayfinding Principles for designers/architects to follow.",,,Focus Groups,,BAA plc,3
189,Transport,Optare alero CSV: a service delivery vehicle for excluded communities,Owen Evans,2003,"This project investigates applications for the Optare Alero vehicle, exploring modular and adaptable interior configurations to facilitate use by a diverse range of public and professional groups.",Design Concepts,,"Potential underserved user needs are diverse and changable, so in creation of a vehicle that can be suited to a wide range of underserved users, considerations such as modularity and adaptability are key.","Final concept which incorporates modular seating arangements, adaptable space configurations, and additional trailers to extend functionality.",,,"Desk Research, Focus Groups",,Optare
7,Transport,"Perception, presence, prediction: intelligent vehicle services that address user needs",Edward Goodwin; Richard Hartshorn,2002,"This report describes design applications developed for a new sensor-based technology, aiming to make living and travelling in the city safer and less stressful.",Business model,taxi drivers; taxi passengers,"MCM tech is very applicable to vehicles and inner city scenarios, as it enables fast transfer of information, though displaying information without overloading the user is important.","From a expansive set of concepts, three business models were developed: Helpful Services (in car communications for more detailed navigation and integrations), Emergency services (using additional data to enable fast and accurate responses to emergency situations), and Monitoring services (allowing vehicles to monitor external conditions and respond automatically).",,,"Individual Interviews, Scenarios, Mapping, Desk Research",,Omron Corporation
199,Transport,Future London Taxi,Dale Harrow; Rama et al Gheerawo,2013,This study outlined a new approach to designing an inclusive London taxi for people of all ages and abilities.,Design Concepts,Taxi drivers; taxi passengers,,"Information was made public, many features now exist in current Taxis. Linking back to the research may be difficult.",Change of CEO and CFO led to project abrupty stopping,"£450,000 (approx) over 3 years","Individual Interviews, Mockups and Rapid Prototyping, Workshops, Co-Design",https://rca-media2.rca.ac.uk/documents/Taxi_Book_lo-res.pdf,Hexagon Studio and Karsan
20,Transport,Real-time travel: navigating the intelligent environment,Nick Rawcliffe,2001,This study investigates the use of remote sensor technologies in public transport systems to enhance people's personal mobility within city centres.,Business model,"Commuters, tourists, public transport users","City centre wayfinding is difficult for a wide range of diverse users, due to high complexity or hard to find transport information. Each person's travel is different and presenting all the transport information creates confusion, so giving the user personalised and real-time routing is the ideal.","Two future (2005) buisness models for Omron. 'Real-Time Travel' (London), ID Pegs and rings holding user profiles and journey details (help find optimum routes). Transport Gates automatically deduct payment and real time information is shown on information panels. 'Happy Travel' (Tokyo) mobile phones store details, interact with ticket gates and provide up to date info.",,,"Individual Interviews, Observation, Scenarios",,Omron Corporation,13
149,Transport,InterchangABLE: new design elements to reclaim the transport interchange,Fiona Scott,2003,"This study investigates how we can improve interchanges: changes between different types of transport, resulting in proposals based on a single hypothetical interchange site in east London",Design Concepts,public transport users,"Interchange spaces suffer from a range of issues, stemming from 6 identified problems: accessability, poor public space, low-density, in-between spaces and poor information.","Internal interim presentations. Conceptual design changes for Stratford Interchange were developed, each adressing one of the problem sets, e.g. Urban Connector, a multi-level link bridge that combats physical disconnection between transport modes. ",,,"Individual Interviews, Observation, Scenarios",,Scott Brownrigg
